,dataset,model,layer,roi,subject,rsa,cka,pearson_r,pearson_r_nc,explained_variance,ev_nc,enc_rsa,enc_cka
1052,NSD,MODEL_B,language_model-layers-3,V2v,subj05,0.1116936237089432,0.1656327159621784,0.00744265,0.00106186,-5.21281272,-0.17123317,0.08417267,0.10403584
1053,NSD,MODEL_B,language_model-layers-3,V2v,subj06,0.0933996040452633,0.1397257003672259,-0.00030234,0.00020118,-4.33310461,-0.1474753,0.0803204,0.10516365
1054,NSD,MODEL_B,language_model-layers-3,V2v,subj07,0.0978470906235838,0.132551745679599,0.00482997,0.00079113,-5.57635594,-0.21909238,0.07791552,0.09399668
1055,NSD,MODEL_B,language_model-layers-3,V2v,subj08,0.0921137945887796,0.1319775394061594,0.00208209,0.00038363,-4.3697257,-0.17490526,0.07084478,0.08975142
1056,NSD,MODEL_B,language_model-layers-3,V3v,subj01,0.1459753261696519,0.1854303266290515,-0.00246751,-0.00034012,-5.31990941,-0.19424336,0.1205862,0.14022818
1057,NSD,MODEL_B,language_model-layers-3,V3v,subj02,0.1331536935486903,0.2084750762893229,0.00281382,0.00038543,-5.3142609,-0.19320824,0.11376902,0.14901803
1058,NSD,MODEL_B,language_model-layers-3,V3v,subj03,0.0913345924002562,0.1131518487646248,-0.00151496,-0.00027724,-4.8648715,-0.18447469,0.0795867,0.1123957
1059,NSD,MODEL_B,language_model-layers-3,V3v,subj04,0.1009299940092822,0.150942898978168,-0.00192202,-0.00054049,-4.42167044,-0.17141719,0.08328386,0.10584443
1060,NSD,MODEL_B,language_model-layers-3,V3v,subj05,0.1176229537305312,0.190986047655443,0.00563594,0.00095134,-5.61774681,-0.21402391,0.09726189,0.14981231
1061,NSD,MODEL_B,language_model-layers-3,V3v,subj06,0.1134445617856577,0.1596632295618836,-0.00012495,2.779e-05,-4.46255922,-0.16062097,0.09187091,0.10753548
1062,NSD,MODEL_B,language_model-layers-3,V3v,subj07,0.1030537326542476,0.1401018932508441,-0.00335037,-0.00051822,-5.73548807,-0.22823235,0.078091,0.09399135
1063,NSD,MODEL_B,language_model-layers-3,V3v,subj08,0.0807166961521479,0.1273824505248841,0.00231734,0.00059893,-4.55075455,-0.1947915,0.06341731,0.07803125
1064,NSD,MODEL_B,language_model-layers-3,hV4,subj01,0.1507741651006239,0.1806722729715779,-0.00065438,5.64e-06,-5.62776188,-0.22880011,0.12612335,0.13484602
1065,NSD,MODEL_B,language_model-layers-3,hV4,subj02,0.124678690925475,0.2016063912438527,0.00170415,0.00025318,-5.16235592,-0.16338155,0.10602222,0.15508955
1066,NSD,MODEL_B,language_model-layers-3,hV4,subj03,0.0992287705550943,0.1117914107266291,0.00342929,0.00070045,-4.77604151,-0.19099298,0.0746277,0.0740865
1067,NSD,MODEL_B,language_model-layers-3,hV4,subj04,0.098305712762295,0.1205819140004163,0.00028489,-8.792e-05,-4.66005039,-0.2191809,0.07855109,0.08437521
1068,NSD,MODEL_B,language_model-layers-3,hV4,subj05,0.1192952110522338,0.1664827586482669,-0.00372205,-0.00042163,-5.83244779,-0.21991222,0.09315159,0.10124532
1069,NSD,MODEL_B,language_model-layers-3,hV4,subj06,0.0826630960188679,0.0915859952474114,0.00016747,-7.162e-05,-4.57691574,-0.20472057,0.07032261,0.06530265
1070,NSD,MODEL_B,language_model-layers-3,hV4,subj07,0.0916531613138013,0.1249490757258205,0.00340768,0.00056079,-5.84965144,-0.26390054,0.06903512,0.08138085
1071,NSD,MODEL_B,language_model-layers-3,hV4,subj08,0.1067324628922496,0.1463657304037929,-0.00010414,-8.272e-05,-4.53532791,-0.2014035,0.08123189,0.09832666
1072,NSD,MODEL_B,language_model-layers-3,FFA-1,subj01,0.144504692634151,0.1785821289686209,-0.00432329,-0.00048087,-6.01210001,-0.26603344,0.11685552,0.10938297
1073,NSD,MODEL_B,language_model-layers-3,FFA-1,subj02,0.1130784935595741,0.1506836307496972,0.00318827,0.00064715,-5.49741175,-0.20119069,0.0753106,0.09469897
1074,NSD,MODEL_B,language_model-layers-3,FFA-1,subj03,0.1246490705660866,0.148677914019761,-0.00344561,-0.00042466,-4.8165884,-0.1981401,0.10309951,0.11234245
1075,NSD,MODEL_B,language_model-layers-3,FFA-1,subj04,0.1146983961834659,0.132163855180897,0.00240562,0.00030881,-4.37795639,-0.18367407,0.09183259,0.09585856
1076,NSD,MODEL_B,language_model-layers-3,FFA-1,subj05,0.1439307780766857,0.1809382706979981,0.00340877,0.00061876,-5.69991935,-0.22968951,0.10632535,0.12039442
1077,NSD,MODEL_B,language_model-layers-3,FFA-1,subj06,0.0964198603128319,0.1310682595736229,0.0026747,0.00060734,-4.53182888,-0.17140146,0.07465437,0.08376017
1078,NSD,MODEL_B,language_model-layers-3,FFA-1,subj07,0.1304890286096704,0.1345552052176266,0.00578144,0.00135168,-6.04493004,-0.27949759,0.11076815,0.08975318
1079,NSD,MODEL_B,language_model-layers-3,FFA-1,subj08,0.1166876116554705,0.1063527422749619,0.00535754,0.00102947,-4.73129177,-0.2199693,0.09638041,0.07927765
1080,NSD,MODEL_B,language_model-layers-3,VWFA-1,subj01,0.1201377541242324,0.139106195608293,0.00266328,0.00032151,-6.00863335,-0.24149268,0.13291696,0.12885017
1081,NSD,MODEL_B,language_model-layers-3,VWFA-1,subj02,0.1404174055960348,0.1910302790596393,-0.00416355,-0.0007042,-5.74399606,-0.21725706,0.10108298,0.12653661
1082,NSD,MODEL_B,language_model-layers-3,VWFA-1,subj03,0.0880058401573012,0.0794917538469374,0.00598049,0.00108114,-5.04962683,-0.22585385,0.07008385,0.05986003
1083,NSD,MODEL_B,language_model-layers-3,VWFA-1,subj04,0.1172731212875991,0.0774993284560912,-0.00079737,-0.0001281,-4.67714691,-0.23112574,0.09155257,0.05607868
1084,NSD,MODEL_B,language_model-layers-3,VWFA-1,subj05,0.1899618989497288,0.1779154126802746,0.00484323,0.00070943,-5.87758824,-0.21521578,0.13974601,0.11185214
1085,NSD,MODEL_B,language_model-layers-3,VWFA-1,subj06,0.1099374951463442,0.0975239576449372,-0.00131716,-0.00034471,-4.69873428,-0.20001411,0.08934661,0.0713559
1086,NSD,MODEL_B,language_model-layers-3,VWFA-1,subj07,0.175149533222632,0.1920650885086801,0.00534552,0.00117863,-5.74273621,-0.25140362,0.14707185,0.13830643
1087,NSD,MODEL_B,language_model-layers-3,VWFA-1,subj08,0.0722964323905679,0.0527831856633699,0.00134845,0.00015201,-4.87386942,-0.26342955,0.06231418,0.04100462
1088,NSD,MODEL_B,language_model-layers-3,PPA,subj01,0.1820577912035487,0.230918921713681,0.00225712,0.00024539,-5.73206822,-0.24000055,0.15918949,0.19313558
1089,NSD,MODEL_B,language_model-layers-3,PPA,subj02,0.2027903192412582,0.2897003330801809,0.00137788,0.00013811,-5.303748,-0.19199604,0.16046302,0.20522282
1090,NSD,MODEL_B,language_model-layers-3,PPA,subj03,0.1939313486454773,0.2526174806754949,0.00476939,0.00077642,-4.65188932,-0.19155721,0.17154252,0.22579373
1091,NSD,MODEL_B,language_model-layers-3,PPA,subj04,0.1512964585500066,0.2370543818712997,0.00014989,0.00011648,-4.34126711,-0.17947015,0.12604946,0.18592123
1092,NSD,MODEL_B,language_model-layers-3,PPA,subj05,0.2242381525192372,0.3205275761908587,0.0075393,0.00119029,-5.14615574,-0.1754257,0.21146975,0.31055241
1093,NSD,MODEL_B,language_model-layers-3,PPA,subj06,0.1658490315803623,0.2008368637286247,-0.00087334,-0.00025992,-4.54881477,-0.17619824,0.14928489,0.17184811
1094,NSD,MODEL_B,language_model-layers-3,PPA,subj07,0.1775563404770189,0.1970513747836464,0.00107303,0.00035818,-5.86404316,-0.2665803,0.14692317,0.13935717
1095,NSD,MODEL_B,language_model-layers-3,PPA,subj08,0.1470285770447051,0.1883091893074943,0.00528775,0.001016,-4.57871723,-0.20721284,0.12861964,0.15257753
1096,NSD,MODEL_B,language_model-layers-3,OPA,subj01,0.1767769689635725,0.1787213023638282,0.00456636,0.00068295,-5.74619483,-0.23453649,0.15821504,0.15771983
1097,NSD,MODEL_B,language_model-layers-3,OPA,subj02,0.1934785297143594,0.2269214682920767,-0.00385857,-0.00061356,-5.52034364,-0.19749523,0.17885732,0.18936754
1098,NSD,MODEL_B,language_model-layers-3,OPA,subj03,0.1447090407870041,0.1663839047897191,0.0035746,0.00057218,-4.85398245,-0.19920325,0.13007212,0.13570591
1099,NSD,MODEL_B,language_model-layers-3,OPA,subj04,0.1225711987753823,0.1560611493701796,0.00237671,0.00039853,-4.58720064,-0.20977318,0.10897662,0.12411925
1100,NSD,MODEL_B,language_model-layers-3,OPA,subj05,0.1985785998423121,0.272434947297197,0.00438477,0.00066073,-5.22279146,-0.16558745,0.18369413,0.23348175
1101,NSD,MODEL_B,language_model-layers-3,OPA,subj06,0.1151312540595421,0.1263213798139068,0.00087955,0.00017677,-4.59624052,-0.18640348,0.1034019,0.10650977
1102,NSD,MODEL_B,language_model-layers-3,OPA,subj07,0.1543521618615786,0.1646328184008043,0.00013134,8.851e-05,-5.85550752,-0.24917621,0.14278267,0.13633527
1103,NSD,MODEL_B,language_model-layers-3,OPA,subj08,0.1200509184784391,0.1065326235968912,6.352e-05,-3.441e-05,-4.63515472,-0.21903013,0.1052537,0.08411127
1104,NSD,MODEL_B,language_model-layers-3,EBA,subj01,0.1634622098498633,0.2263628750661647,0.00156146,0.00023585,-5.4608942,-0.18758305,0.15789216,0.1973682
1105,NSD,MODEL_B,language_model-layers-3,EBA,subj02,0.1754183281803977,0.2467239950575609,0.00096202,0.00012639,-5.50061622,-0.19995324,0.16118776,0.20834865
1106,NSD,MODEL_B,language_model-layers-3,EBA,subj03,0.165277549198331,0.1900796282064693,0.00164635,0.00025968,-4.75919199,-0.17684866,0.16405989,0.17422736
1107,NSD,MODEL_B,language_model-layers-3,EBA,subj04,0.1341981201706763,0.1756107693189929,0.00193544,0.00031465,-4.46670628,-0.18022303,0.1317947,0.17030268
1108,NSD,MODEL_B,language_model-layers-3,EBA,subj05,0.1773821965054356,0.2438563550660442,0.00090089,7.313e-05,-5.3706102,-0.17632365,0.15995418,0.20727922
1109,NSD,MODEL_B,language_model-layers-3,EBA,subj06,0.1301005363791794,0.1461349627713972,0.00050031,3.231e-05,-4.72129965,-0.17392851,0.12012308,0.12055277
1110,NSD,MODEL_B,language_model-layers-3,EBA,subj07,0.1433229389477124,0.1984955331477972,0.00280849,0.00048082,-5.7600905,-0.24340799,0.1303124,0.17050064
1111,NSD,MODEL_B,language_model-layers-3,EBA,subj08,0.1110607713767068,0.12121450614038,0.00376705,0.00066929,-4.7046032,-0.22965808,0.10458541,0.10576673
1112,NSD,MODEL_B,language_model-layers-8,V1v,subj01,0.0999645678703112,0.1155592775153235,0.00337842,0.0004589,-4.29322678,-0.12791253,0.08006812,0.08464804
1113,NSD,MODEL_B,language_model-layers-8,V1v,subj02,0.1068531526892352,0.1349731543407691,0.00402401,0.00029927,-4.31108504,-0.14647332,0.08134154,0.0920455
1114,NSD,MODEL_B,language_model-layers-8,V1v,subj03,0.0773848806953489,0.0882964462167135,0.00168923,0.00045191,-3.84476089,-0.12745588,0.06518029,0.06687356
1115,NSD,MODEL_B,language_model-layers-8,V1v,subj04,0.1034823895059824,0.1216531059011209,0.00096578,0.00036304,-3.60463929,-0.12991831,0.06997795,0.08682931
1116,NSD,MODEL_B,language_model-layers-8,V1v,subj05,0.0953763168877458,0.1100507472902279,-0.00030805,5.995e-05,-4.48227383,-0.13602877,0.0730431,0.06694098
1117,NSD,MODEL_B,language_model-layers-8,V1v,subj06,0.0937881958094055,0.1043461731965266,-0.00026531,-7.913e-05,-3.72856522,-0.11972612,0.07059416,0.07202142
1118,NSD,MODEL_B,language_model-layers-8,V1v,subj07,0.0885089052593538,0.0985186329664331,0.00338309,0.00056299,-4.9943918,-0.20910958,0.06408426,0.05940187
1119,NSD,MODEL_B,language_model-layers-8,V1v,subj08,0.0725018898977031,0.0917014655815737,0.00229183,0.00033842,-3.82568359,-0.16882305,0.05524569,0.06528549
1120,NSD,MODEL_B,language_model-layers-8,V2v,subj01,0.1200783289710737,0.1470809691600431,-0.00062194,-0.00013107,-4.52044795,-0.15586651,0.10138978,0.11498678
1121,NSD,MODEL_B,language_model-layers-8,V2v,subj02,0.1277897486716544,0.1813855209663602,0.00500578,0.00072668,-4.53137827,-0.16961824,0.09843965,0.13414013
1122,NSD,MODEL_B,language_model-layers-8,V2v,subj03,0.1014666757722882,0.1201931900842666,0.00142424,0.00016161,-3.96241999,-0.14961073,0.08122526,0.09335955
1123,NSD,MODEL_B,language_model-layers-8,V2v,subj04,0.1133676331664062,0.1472877856479232,0.00191202,0.00020283,-3.65642595,-0.12166031,0.08079356,0.10105681
1124,NSD,MODEL_B,language_model-layers-8,V2v,subj05,0.1156961126189852,0.1605395105990504,0.0020276,0.00016297,-4.47421348,-0.14644663,0.09167438,0.12150203
1125,NSD,MODEL_B,language_model-layers-8,V2v,subj06,0.0982156778108362,0.1352899717203407,-0.00179422,-0.00034968,-3.77915764,-0.12883326,0.07351021,0.09328336
1126,NSD,MODEL_B,language_model-layers-8,V2v,subj07,0.1039777107279415,0.1293615279011636,0.00305186,0.00057909,-4.82263364,-0.18876538,0.08928103,0.09892521
1127,NSD,MODEL_B,language_model-layers-8,V2v,subj08,0.0946359700736119,0.1282751380726605,0.00195627,0.00041903,-3.76963353,-0.1516417,0.07021186,0.08410418
1128,NSD,MODEL_B,language_model-layers-8,V3v,subj01,0.1496917680771413,0.1778337417512347,-0.00234238,-0.00023887,-4.63082892,-0.1689871,0.11792142,0.13481642
1129,NSD,MODEL_B,language_model-layers-8,V3v,subj02,0.1380555093687751,0.1978825551409176,-0.0011904,-0.00032879,-4.72621518,-0.17268178,0.10290618,0.13500522
1130,NSD,MODEL_B,language_model-layers-8,V3v,subj03,0.0934759580230306,0.1079286068388876,0.00151913,0.00024351,-4.15637684,-0.15877996,0.06712665,0.07156327
1131,NSD,MODEL_B,language_model-layers-8,V3v,subj04,0.1032583884357109,0.1441671999127058,0.00055813,-4.79e-06,-3.80075192,-0.14775047,0.074403,0.09934866
1132,NSD,MODEL_B,language_model-layers-8,V3v,subj05,0.1202266308641929,0.1821745940937744,0.00437502,0.00064996,-4.89034188,-0.18553497,0.08266214,0.13173027
1133,NSD,MODEL_B,language_model-layers-8,V3v,subj06,0.1160440525121188,0.1525599531130483,-0.00470504,-0.00069916,-3.89422584,-0.13930902,0.08635612,0.11204775
1134,NSD,MODEL_B,language_model-layers-8,V3v,subj07,0.1083048690407516,0.1341288322264299,-0.00470727,-0.00060771,-4.88366253,-0.19614092,0.07070264,0.08954564
1135,NSD,MODEL_B,language_model-layers-8,V3v,subj08,0.0826181646696664,0.1215948735109557,-0.00244858,-0.00056299,-3.98046517,-0.16995661,0.06056751,0.07779066
1136,NSD,MODEL_B,language_model-layers-8,hV4,subj01,0.1534181590128557,0.1747967996496478,0.00411765,0.00059188,-4.96422538,-0.20275867,0.11554802,0.12721721
1137,NSD,MODEL_B,language_model-layers-8,hV4,subj02,0.1329294858906611,0.1933607278765851,0.00255257,0.00049889,-4.4216054,-0.14005195,0.09611793,0.13469859
1138,NSD,MODEL_B,language_model-layers-8,hV4,subj03,0.1016902286968182,0.1078346580483609,-0.00424521,-0.00062897,-4.26205015,-0.17067741,0.07812795,0.07557309
1139,NSD,MODEL_B,language_model-layers-8,hV4,subj04,0.1018149449679268,0.1166054135375169,0.0025631,0.00046386,-3.92773914,-0.18390575,0.07677773,0.07714178
1140,NSD,MODEL_B,language_model-layers-8,hV4,subj05,0.1243663994556999,0.1642672936454621,0.00441991,0.00072831,-4.90732336,-0.18665131,0.09784097,0.12230649
1141,NSD,MODEL_B,language_model-layers-8,hV4,subj06,0.0875352137034179,0.0899110537439338,0.00167269,0.00039402,-3.97458673,-0.1769239,0.06466157,0.05684066
1142,NSD,MODEL_B,language_model-layers-8,hV4,subj07,0.0968392029088244,0.1210199042443497,0.00306144,0.00050745,-5.08042967,-0.22806125,0.06853492,0.07000505
1143,NSD,MODEL_B,language_model-layers-8,hV4,subj08,0.1058564222785036,0.1415203083692381,-0.00052776,-1.341e-05,-3.92024469,-0.17345846,0.07616974,0.08660351
1144,NSD,MODEL_B,language_model-layers-8,FFA-1,subj01,0.1478324917672845,0.1738588826091094,-0.00061574,0.00013458,-5.15493019,-0.22848176,0.12593704,0.143727
1145,NSD,MODEL_B,language_model-layers-8,FFA-1,subj02,0.1224250276512813,0.1489383758141892,-0.0013235,-0.00015102,-4.83427162,-0.17730277,0.09219909,0.10791009
1146,NSD,MODEL_B,language_model-layers-8,FFA-1,subj03,0.1293034009916783,0.1466537134733788,0.00033099,-0.00017271,-4.1812396,-0.17306384,0.10490873,0.11743446
1147,NSD,MODEL_B,language_model-layers-8,FFA-1,subj04,0.1200386229134675,0.1298420568952058,-0.00149306,-0.0002955,-3.84469056,-0.16073053,0.08821118,0.08852745
1148,NSD,MODEL_B,language_model-layers-8,FFA-1,subj05,0.1504887482070391,0.1777957485013445,-0.00468279,-0.00091457,-5.12515675,-0.2070998,0.10833077,0.11410872
1149,NSD,MODEL_B,language_model-layers-8,FFA-1,subj06,0.1015696061187762,0.1273160502852711,0.00115373,0.0004368,-4.0127368,-0.1521295,0.06559248,0.07454449
1150,NSD,MODEL_B,language_model-layers-8,FFA-1,subj07,0.13716824216535,0.1318230040540802,-0.00041648,3.42e-05,-5.18426777,-0.23881088,0.07692825,0.07131461
1151,NSD,MODEL_B,language_model-layers-8,FFA-1,subj08,0.1175447417278956,0.106240786323772,0.00275059,0.00066166,-4.1084919,-0.19013841,0.08498562,0.07250356
1152,NSD,MODEL_B,language_model-layers-8,VWFA-1,subj01,0.1294119657081987,0.1354869327995625,-0.00020937,-0.0001545,-5.22078183,-0.20980749,0.10128731,0.10003675
1153,NSD,MODEL_B,language_model-layers-8,VWFA-1,subj02,0.1411297402272059,0.1870233641175328,0.0041685,0.00082345,-4.90833105,-0.18507498,0.10238042,0.12246308
1154,NSD,MODEL_B,language_model-layers-8,VWFA-1,subj03,0.0887278910316688,0.0800160570696994,-0.00249354,-0.00042963,-4.41843557,-0.19698882,0.06388531,0.05614377
1155,NSD,MODEL_B,language_model-layers-8,VWFA-1,subj04,0.1193016574319878,0.0763914878562182,2.591e-05,-2.086e-05,-4.10308838,-0.20317978,0.08983525,0.04980871
1156,NSD,MODEL_B,language_model-layers-8,VWFA-1,subj05,0.189757671112823,0.174387318672461,-0.0005796,-0.0002006,-5.03203286,-0.18558096,0.13071123,0.10802195
1157,NSD,MODEL_B,language_model-layers-8,VWFA-1,subj06,0.1163889114840435,0.095688571122332,0.00296769,0.00059953,-4.08917952,-0.17380859,0.09576938,0.07112453
1158,NSD,MODEL_B,language_model-layers-8,VWFA-1,subj07,0.1698711188918545,0.1833788229704782,0.001352,0.00060097,-4.96374813,-0.21727504,0.1063851,0.10458431
1159,NSD,MODEL_B,language_model-layers-8,VWFA-1,subj08,0.0737004376190646,0.0535910025281543,0.00118847,0.00022624,-4.24684811,-0.22845012,0.05508274,0.03631323
1160,NSD,MODEL_B,language_model-layers-8,PPA,subj01,0.1835854595777268,0.2269641381601981,0.00273375,0.00041424,-4.95768791,-0.20645796,0.14033269,0.16060191
1161,NSD,MODEL_B,language_model-layers-8,PPA,subj02,0.2068062677895391,0.2818578262374293,0.00347623,0.00059244,-4.59498626,-0.16681831,0.16304943,0.21001061
1162,NSD,MODEL_B,language_model-layers-8,PPA,subj03,0.1874432697774956,0.2417875636295586,0.0015725,0.00012454,-4.04881382,-0.16752067,0.14931986,0.17359999
1163,NSD,MODEL_B,language_model-layers-8,PPA,subj04,0.1553009610339907,0.2275926387445479,0.00049364,0.00023062,-3.77489758,-0.15606813,0.12439645,0.16183886
1164,NSD,MODEL_B,language_model-layers-8,PPA,subj05,0.2238956245327156,0.3041093090538773,0.00955351,0.00149487,-4.4540281,-0.1519291,0.2026445,0.26765376
1165,NSD,MODEL_B,language_model-layers-8,PPA,subj06,0.1679721671069035,0.1943583397920219,0.00074986,0.00019493,-3.93814301,-0.15273701,0.14107976,0.15906932
1166,NSD,MODEL_B,language_model-layers-8,PPA,subj07,0.1791179684609589,0.1934320965335867,-0.00036808,-0.00022634,-5.17233862,-0.23559057,0.14987163,0.13176833
1167,NSD,MODEL_B,language_model-layers-8,PPA,subj08,0.1465452230966958,0.1820274692307424,-0.00388822,-0.00052137,-3.99434447,-0.18020208,0.11692082,0.13709653
1168,NSD,MODEL_B,language_model-layers-8,OPA,subj01,0.1787916606059703,0.1721791001609213,0.00331669,0.00042895,-4.98850629,-0.20352109,0.16075335,0.13518139
1169,NSD,MODEL_B,language_model-layers-8,OPA,subj02,0.1995053176991512,0.2173888770253367,0.00145339,0.00026025,-4.72376573,-0.16909828,0.17111023,0.17684597
1170,NSD,MODEL_B,language_model-layers-8,OPA,subj03,0.1426304906712757,0.1593047993253557,-0.00028799,-0.00013925,-4.20885754,-0.17198548,0.12119631,0.1202426
1171,NSD,MODEL_B,language_model-layers-8,OPA,subj04,0.1274070677178048,0.1504068020314321,-0.00142091,-0.0002611,-3.96458864,-0.18114288,0.11010253,0.12637018
1172,NSD,MODEL_B,language_model-layers-8,OPA,subj05,0.2040000984273081,0.2603964561301555,0.00324796,0.00036048,-4.55821876,-0.14458641,0.18183818,0.2334969
1173,NSD,MODEL_B,language_model-layers-8,OPA,subj06,0.119177651929243,0.1216930585338682,0.00202418,0.00027315,-4.01387072,-0.16286653,0.11294122,0.11060475
1174,NSD,MODEL_B,language_model-layers-8,OPA,subj07,0.1590433915623293,0.1609142386834036,0.00636312,0.00122507,-5.0384974,-0.21474897,0.13582701,0.1237618
1175,NSD,MODEL_B,language_model-layers-8,OPA,subj08,0.1169738381465854,0.1029868646668012,0.00239524,0.00050897,-4.07633305,-0.19294013,0.10650205,0.07943033
1176,NSD,MODEL_B,language_model-layers-8,EBA,subj01,0.1685125589581209,0.2166677071048594,0.00032649,5.8e-07,-4.75761407,-0.16300309,0.15064803,0.17713725
1177,NSD,MODEL_B,language_model-layers-8,EBA,subj02,0.1789497455188857,0.2373341038810602,0.00345276,0.00045655,-4.72128667,-0.17194273,0.16369468,0.22369245
1178,NSD,MODEL_B,language_model-layers-8,EBA,subj03,0.1650965354036663,0.1839102476681697,0.00392676,0.00064981,-4.08772993,-0.15224835,0.15328324,0.16588078
1179,NSD,MODEL_B,language_model-layers-8,EBA,subj04,0.139559692136805,0.1691767229650351,0.00223097,0.00035161,-3.84656572,-0.15487756,0.13129318,0.15438855
1180,NSD,MODEL_B,language_model-layers-8,EBA,subj05,0.1825782681197107,0.2344784734302991,0.00245522,0.00036022,-4.67651313,-0.15344374,0.16404825,0.19574188
1181,NSD,MODEL_B,language_model-layers-8,EBA,subj06,0.1342459578310852,0.140159727050539,0.00179012,0.00029379,-4.01839542,-0.14801992,0.12390538,0.12623065
1182,NSD,MODEL_B,language_model-layers-8,EBA,subj07,0.1485339441443233,0.1890416050091945,0.00205207,0.00019374,-5.01730674,-0.21244995,0.14006003,0.1627094
1183,NSD,MODEL_B,language_model-layers-8,EBA,subj08,0.1091098055739758,0.1178887614475125,0.00096213,0.00021643,-4.07891989,-0.19878939,0.09427165,0.10193031
1184,NSD,MODEL_B,language_model-layers-11,V1v,subj01,0.0959089610597456,0.1159666186538371,0.00091078,0.00027039,-8.12883767,-0.24148274,0.07325554,0.08171018
1185,NSD,MODEL_B,language_model-layers-11,V1v,subj02,0.1019769063038319,0.1376379916847409,0.00608617,0.00087278,-8.16948578,-0.27640682,0.07767416,0.09859934
